"name","title","male","house","isMarried","isNoble","age","popularity","isAlive","gender"
"Horas Redwyne","Ser",1,"Redwyne",0,1,NA,0.217391304,1,"men"
"Hubard Rambton","Ser",1,"Rambton",0,1,NA,0.02006689,0,"men"
"Horton Redfort","Redfort",1,"Redfort",0,1,NA,0.046822742,1,"men"
"Hotho Harlaw","Tower of Glimmering",1,"Harlaw of the Tower of Glimmering",0,1,NA,0.076923077,1,"men"
"Hugo Wull","Big BucketThe Wull",1,"Wull",0,1,NA,0.036789298,1,"men"
"Hugo Vance","Ser",1,"Vance of Atranta",0,1,NA,0.026755853,1,"men"
"Hullen","Winterfell",1,"Stark",0,1,NA,0.060200669,0,"men"
"Humfrey Beesbury","Ser",1,"Beesbury",0,1,NA,0.026755853,0,"men"
"Humfrey Hardyng","Ser",1,"Hardyng",0,1,NA,0.053511706,0,"men"
"Humfrey Swyft","Ser",0,"Swyft",0,1,NA,0.010033445,1,"women"
"Humfrey Wagstaff","Ser",0,"Wagstaff",0,1,75,0.016722408,1,"women"
"Jammos Frey","Ser",1,"Frey",1,1,39,0.090301003,1,"men"
"Jaremy Rykker","First Ranger",1,"Night's Watch",0,1,NA,0.060200669,0,"men"
"Jason Lannister","Ser",1,"Lannister",1,1,NA,0.046822742,0,"men"
"Jasper Arryn","Eyrie",1,"Arryn",0,1,NA,0.043478261,1,"men"
"Jasper Redfort","Ser",0,"Redfort",0,1,NA,0.023411371,1,"women"
"Jeyne Arryn","Eyrie",0,"Arryn",0,1,NA,0.033444816,0,"women"
"Joffrey Lonmouth","Ser",1,"Lonmouth",0,1,15,0.023411371,0,"men"
"Joffrey Caswell","Bitterbridge",1,"Caswell",0,1,100,0.023411371,0,"men"
"Jon Bettley","Ser",0,"Bettley",0,1,NA,0.016722408,1,"women"
"Jon Lynderly","Lord of the Snakewood",0,"Lynderly",0,1,NA,0.023411371,1,"women"
"Jon Redfort","Ser",0,"Redfort",0,1,NA,0.023411371,1,"women"
"Jon Wylde","Ser",1,"Wylde",1,1,NA,0.160535117,1,"men"
"Jonos Stark","King in the North",1,"Stark",0,1,NA,0.010033445,1,"men"
"Jonnel Stark","Winterfell",1,"Stark",1,1,NA,0.127090301,1,"men"
"Jorah Stark","King in the North",1,"Stark",0,1,NA,0.010033445,1,"men"
"Jonothor Darry","Ser",1,"Darry",0,1,NA,0.046822742,0,"men"
"Karlon Stark","Karl's Hold",1,"Stark",0,1,NA,0.016722408,1,"men"
"Kennos of Kayce","Ser",1,"Kenning of Kayce",0,1,NA,0.033444816,1,"men"
"Kezmya","Cupbearer",0,"of Pahl",0,1,NA,0.016722408,1,"women"
"Lambert Turnberry","Ser",1,"Turnberry",0,1,NA,0.016722408,1,"men"
"Larra Blackmont","Blackmont",0,"Blackmont",0,1,NA,0.026755853,1,"women"
"Leathers","Master-at-Arms",1,"Night's Watch",0,1,46,0.050167224,1,"men"
"Leo Lefford","Golden Tooth",1,"Lefford",0,1,NA,0.056856187,0,"men"
"Leo Blackbar","Ser",1,"Blackbar",1,1,NA,0.127090301,1,"men"
"Leonette Fossoway","Lady",0,"Fossoway",1,1,NA,0.173913043,1,"women"
"Lester Morrigen","Lord of Crows Nest",0,"Morrigen",0,1,NA,0.023411371,1,"women"
"Lewys Lydden","Lord of the Deep Den",0,"Lydden",0,1,NA,0.036789298,1,"women"
"Leslyn Haigh","Ser",0,"Haigh",1,1,NA,0.086956522,1,"women"
"Lomas Estermont","Ser",0,"Estermont",0,1,NA,0.033444816,1,"women"
"Lorent Marbrand","Ser",1,"Marbrand",0,1,NA,0.073578595,0,"men"
"Lothar Mallery","Lord",0,"Mallery",0,1,NA,0.016722408,0,"women"
"Lucas Corbray","Ser",0,"Corbray",0,1,NA,0.013377926,1,"women"
"Luceon Frey","Septon",1,"Faith of the Seven",0,0,56,0.076923077,1,"men"
"Lucias Vypren","Lord",1,"Vypren",1,1,NA,0.163879599,1,"men"
"Lucos Chyttering","Lord",1,"Chyttering",0,1,22,0.02006689,1,"men"
"Lucion Lannister","Ser",0,"Lannister",0,1,NA,0.066889632,1,"women"
"Luthor Tyrell","Lord Paramount of the Mander",1,"Tyrell",1,1,NA,0.170568562,1,"men"
"Lyessa Flint","Widow's Watch",0,"Flint of Widow's Watch",0,1,NA,0.036789298,1,"women"
"Lyman Beesbury","Master of coin",1,"Beesbury",0,1,81,0.260869565,0,"men"
"Lymond Goodbrook","Lord",1,"Goodbrook",0,1,NA,0.026755853,1,"men"
"Lyman Darry","Lord of Darry",0,"Darry",0,1,9,0.056856187,0,"women"
"Lymond Lychester","Castle Lychester",1,"Lychester",0,1,NA,0.023411371,1,"men"
"Lymond Vikary","Ser",1,"Vikary",0,1,NA,0.026755853,1,"men"
"Lyonel Selmy","Ser",1,"Selmy",0,1,NA,0.016722408,1,"men"
"Cleos Frey","Ser",1,"Frey",1,1,41,0.247491639,0,"men"
"Dontos Hollard","Ser",1,"Hollard",0,1,39,0.230769231,0,"men"
"Dale Seaworth","Wraith",1,"Seaworth",0,1,NA,0.070234114,0,"men"
"Denys Mallister","Ser",1,"Mallister",0,1,60,0.130434783,1,"men"
"Hosteen Frey","Ser",1,"Frey",1,1,56,0.274247492,1,"men"
"Lyonel Corbray","Heart's Home",1,"Corbray",0,1,45,0.080267559,1,"men"
"Lyonel Frey","Ser",0,"Frey of Riverrun",1,1,46,0.063545151,1,"women"
"Lyonel Strong","Harrenhal",1,"Strong",1,1,NA,0.334448161,0,"men"
"Mallador Locke","Ser",1,"Night's Watch",0,1,NA,0.026755853,0,"men"
"Manfrey Martell","Ser",0,"Martell",0,1,NA,0.023411371,1,"women"
"Margot Lannister","Starpike",0,"Lannister",1,1,NA,0.02006689,1,"women"
"Maric Seaworth","Oarmaster",1,"Seaworth",0,1,NA,0.063545151,0,"men"
"Maron Martell","Prince of Dorne",1,"Martell",1,1,NA,0.036789298,1,"men"
"Maron Volmark","Volmark",1,"Volmark",0,1,22,0.043478261,1,"men"
"Marq Rankenfell","Lord Commander of the Night's Watch",1,"Night's Watch",0,1,NA,0.050167224,1,"men"
"Matarys Targaryen","Prince",1,"Targaryen",0,1,25,0.100334448,0,"men"
"Marwyn Belmore","Ser",1,"Belmore",0,1,NA,0.023411371,1,"men"
"Medgar Tully","Lord Paramount of the Trident",1,"Tully",0,1,NA,0.016722408,0,"men"
"Medger Cerwyn","Cerwyn",1,"Cerwyn",0,1,NA,0.063545151,0,"men"
"Meldred Merlyn","Lord of Pebbleton",0,"Merlyn",0,1,NA,0.023411371,1,"women"
"Melwyn Sarsfield","Ser",1,"Sarsfield",1,1,NA,0.030100334,1,"men"
"Merlon Crakehall","Ser",1,"Crakehall",0,1,NA,0.026755853,1,"men"
"Mezzara","Cupbearer",1,"of Merreq",0,1,NA,0.016722408,1,"men"
"Moelle","Septa",0,"Faith of the Seven",0,0,NA,0.030100334,1,"women"
"Monterys Velaryon","Lord of the Tides",1,"Velaryon",0,1,12,0.02006689,1,"men"
"Monford Velaryon","Lord of the Tides",1,"Velaryon",0,1,NA,0.023411371,0,"men"
"Moribald Chester","Greenshield",0,"Chester",0,1,NA,0.02006689,1,"women"
"Morton Waynwood","Ser",1,"Waynwood",0,1,NA,0.036789298,1,"men"
"Morya Frey","Lady",0,"Frey",1,1,37,0.120401338,1,"women"
"Mullin","Maester",0,"Night's Watch",0,1,NA,0.023411371,1,"women"
"Murmison","Septon",1,"Faith of the Seven",0,0,NA,0.314381271,0,"men"
"Myles Smallwood","Hand of the King",1,"Smallwood",0,1,NA,0.16722408,1,"men"
"Myles Mooton","Ser",1,"Mooton",0,1,NA,0.026755853,0,"men"
"Myles Manwoody","Ser",1,"Manwoody",0,1,NA,0.026755853,1,"men"
"Norne Goodbrother","Shatterstone",0,"Goodbrother of Shatterstone",0,1,NA,0.02006689,1,"women"
"Norbert Vance","Lord of Atranta",1,"Vance of Atranta",0,1,NA,0.036789298,1,"men"
"Nymella Toland","Ghost Hill",0,"Toland",0,1,NA,0.043478261,1,"women"
"Ollidor","Septon",1,"Faith of the Seven",0,0,NA,0.016722408,1,"men"
"Olymer Tyrell","Ser",1,"Tyrell",1,1,NA,0.130434783,1,"men"
"Ondrew Locke","Lord of Oldcastle",1,"Locke",0,1,NA,0.036789298,1,"men"
"Orbert Caswell","Lord Commander of the Night's Watch",1,"Caswell",0,1,NA,0.056856187,0,"men"
"Ormond Yronwood","Yronwood",0,"Yronwood",0,1,NA,0,1,"women"
"Osbert Serry","Lord of Southshield",0,"Serry",0,1,NA,0.026755853,1,"women"
"Ossifer Plumm","Lord",1,"Plumm",1,1,NA,0.086956522,0,"men"
"Otho Bracken","Ser",1,"Bracken",0,1,NA,0.026755853,1,"men"
"Ottyn Wythers","Ser",0,"Wythers",0,1,69,0.043478261,0,"women"
"Pate of the Blue Fork","Ser",1,"Frey",1,1,NA,0.170568562,0,"men"
"Perwyn Frey","Ser",1,"Frey",0,1,36,0.08361204,1,"men"
"Philip Foote","Ser",1,"Foote",0,1,NA,0.050167224,1,"men"
"Philip Plumm","Lord",1,"Plumm",0,1,NA,0.030100334,1,"men"
"Qarlton Chelsted","Master of Coin",1,"Chelsted",0,1,NA,0.357859532,0,"men"
"Lord Commander Qorgyle","Lord Commander of the Night's Watch",1,"Qorgyle",0,1,NA,0.066889632,0,"men"
"Quenten Banefort","Banefort",1,"Banefort",0,1,NA,0.023411371,1,"men"
"Quenton Hightower","Hightower",1,"Hightower",0,1,NA,0.006688963,1,"men"
"Quentyn Ball","Ser",1,"Ball",0,1,NA,0.066889632,0,"men"
"Quentyn Qorgyle","Sandstone",0,"Qorgyle",0,1,NA,0.023411371,1,"women"
"Quincy Cox","Serthe Knight of Saltpans",1,"Cox",0,1,NA,0.033444816,1,"men"
"Ralf Kenning","CastellanCommander",1,"Kenning of Harlaw",0,1,NA,0.046822742,0,"men"
"Raynard","Septon",1,"Faith of the Seven",0,0,NA,0.02006689,1,"men"
"Raynald Westerling","Ser",1,"Westerling",0,1,NA,0.070234114,0,"men"
"Raynard Ruttiger","Ser",0,"Ruttiger",0,1,NA,0.02006689,1,"women"
"Raymund Frey","Ser",1,"Frey",1,1,41,0.177257525,1,"men"
"Regenard Estren","Wyndhall",0,"Estren",0,1,NA,0.02006689,1,"women"
"Renfred Rykker","Duskendale",1,"Rykker",0,1,NA,0.023411371,1,"men"
"Rhea Royce","Runestone",0,"Royce",1,1,NA,0.093645485,0,"women"
"Rennifer Longwaters","Chief Undergaoler",1,"Longwaters",0,1,NA,0.016722408,1,"men"
"Rickard Thorne","Ser",1,"Thorne",0,1,NA,0.026755853,0,"men"
"Robert Flowers","Ser",1,"Kingsguard",0,1,NA,0.060200669,1,"men"
"Robert Brax","Ser",0,"Brax",0,1,NA,0.046822742,0,"women"
"Robin Hill","Lord Commander of the Night's Watch",1,"Night's Watch",0,1,NA,0.056856187,1,"men"
"Robin Flint","Lord of Flint's Finger",0,"Flint of Widow's Watch",0,1,NA,0.050167224,0,"women"
"Robin Moreland","Lord",1,"Moreland",0,1,NA,0.013377926,1,"men"
"Robin Ryger","Ser",1,"Ryger",0,1,68,0.073578595,1,"men"
"Rodrik Flint","Lord Commander of the Night's Watch",1,"Flint",0,1,NA,0.063545151,1,"men"
"Rodrik Stark","King in the North",1,"Stark",0,1,NA,0.040133779,1,"men"
"Rodrik Ryswell","Rills",1,"Ryswell",0,1,NA,0.040133779,1,"men"
"Roger Hogg","Ser",1,"Hogg",0,1,NA,0.026755853,1,"men"
"Rodwell Stark","Winterfell",1,"Stark",1,1,NA,0.130434783,1,"men"
"Rolland Longthorpe","Longsister",0,"Longthorpe",0,1,NA,0.016722408,1,"women"
"Rolland Uffering","Ser",1,"Uffering",1,1,NA,0.023411371,1,"men"
"Ronald Connington","Knight of Griffin's Roost",1,"Connington",0,1,NA,0.033444816,1,"men"
"Ronald Vance","Ser",1,"Vance of Atranta",0,1,NA,0.026755853,1,"men"
"Royce Coldwater","Coldwater Burn",0,"Coldwater",0,1,NA,0.006688963,1,"women"
"Rufus Leek","Ser",0,"Leek",0,1,NA,0.026755853,1,"women"
"Runcel Hightower","Lord Commander of the Night's Watch",1,"Hightower",0,1,NA,0.053511706,1,"men"
"Rupert Brax","Ser",1,"Brax",0,1,NA,0.040133779,0,"men"
"Rycherd Crane","Ser",0,"Crane",1,1,NA,0.070234114,1,"women"
"Ryam Redwyne","Ser",1,"Redwyne",0,1,NA,0.364548495,0,"men"
"Ryam Florent","Ser",1,"Florent",0,1,NA,0.063545151,1,"men"
"Ryon Allyrion","Ser",1,"Allyrion",1,1,NA,0.053511706,1,"men"
"Saera Targaryen","Princess",1,"Targaryen",0,1,100,0.070234114,0,"men"
"Sarya Whent","Lady",0,"Whent",1,1,NA,0.030100334,1,"women"
"Sawane Botley","Lordsport",1,"Botley",0,1,NA,0.090301003,0,"men"
"Scolera","Septa",0,"Faith of the Seven",0,0,NA,0.016722408,1,"women"
"Sebaston Farman","Fair Isle",1,"Farman",0,1,NA,0.02006689,1,"men"
"Selmond Stackspear","Lord",0,"Stackspear",0,1,NA,0.02006689,1,"women"
"Serala","Duskendale",0,"Darklyn",1,1,NA,0.043478261,1,"women"
"Serwyn of the Mirror Shield","Ser",1,"Kingsguard",0,1,NA,0,1,"men"
"Shella Whent","Harrenhal",0,"Whent",1,1,NA,0.080267559,0,"women"
"Simon Staunton","Ser",1,"Staunton",1,1,NA,0.016722408,1,"men"
"Sigfryd Harlaw","Master of Harlaw Hall",1,"Harlaw of Harlaw Hall",0,1,NA,0.063545151,1,"men"
"Lord Staunton","Rook's Rest",1,"Staunton",0,1,NA,0.016722408,0,"men"
"Steffon Swyft","Ser",1,"Swyft",0,1,NA,0.030100334,1,"men"
"Steffon Darklyn","Ser",0,"Darklyn",0,1,NA,0.093645485,0,"women"
"Steffon Stackspear","Ser",0,"Stackspear",0,1,NA,0.02006689,1,"women"
"Sumner Crakehall","Crakehall",1,"Crakehall",0,1,NA,0.026755853,1,"men"
"Sybell Spicer","Crag",0,"Spicer",1,1,NA,0.086956522,1,"women"
"Symon Santagar","Ser",1,"Santagar",0,1,NA,0.016722408,1,"men"
"Sybelle Glover","Deepwood Motte",0,"Locke",1,1,NA,0.070234114,1,"women"
"Symon Hollard","Ser",1,"Hollard",0,1,NA,0.043478261,1,"men"
"Symond Templeton","Ser",0,"Templeton",0,1,NA,0.030100334,1,"women"
"Tallad","Ser",1,"Baratheon of King's Landing",0,1,NA,0.046822742,1,"men"
"Tanton Fossoway","Ser",0,"Fossoway of Cider Hall",0,1,NA,0.023411371,1,"women"
"Terrence Kenning","Kayce",0,"Kenning of Kayce",0,1,NA,0.016722408,1,"women"
"Theodan Wells","Ser",0,"Wells",0,1,NA,0.016722408,1,"women"
"Terrence Toyne","Ser",1,"Toyne",0,1,NA,0.040133779,0,"men"
"Theodore Tyrell","Ser",1,"Tyrell",1,1,NA,0.137123746,1,"men"
"Theomar Smallwood","Acorn Hall",1,"Smallwood",1,1,NA,0.043478261,1,"men"
"Theomore Harlaw","Lord of the Ten TowersLord Harlaw of HarlawHarlaw of Harlaw",1,"Harlaw",0,1,NA,0.053511706,1,"men"
"Three-Tooth","Ten Towers",0,"Harlaw",0,1,NA,0.010033445,1,"women"
"Titus Peake","Starpike",1,"Peake",1,1,NA,0.02006689,1,"men"
"Tommen Costayne","Three Towers",0,"Costayne",0,1,NA,0.006688963,1,"women"
"Torbert","Septon",1,"Faith of the Seven",0,0,NA,0.016722408,1,"men"
"Torren Liddle","The LiddleLord Liddle",0,"Liddle",0,1,NA,0.02006689,1,"women"
"Trebor Jordayne","Lord of the Tor",0,"Jordayne",0,1,NA,0.016722408,1,"women"
"Tremond Gargalen","Salt Shore",0,"Gargalen",0,1,NA,0.023411371,1,"women"
"Tristan Mudd","Lord Commander of the Night's Watch",1,"Mudd",0,1,NA,0.053511706,1,"men"
"Triston of Tally Hill","Ser",0,"Sunglass",0,1,NA,0.030100334,1,"women"
"Triston Farwynd","Sealskin Point",0,"Farwynd",0,1,NA,0.013377926,1,"women"
"Triston Sunderland","Three Sisters",1,"Sunderland",0,1,NA,0.030100334,1,"men"
"Tybolt Hetherspoon","Ser",1,"Hetherspoon",0,1,NA,0.010033445,1,"men"
"Tybolt Crakehall","Ser",1,"Crakehall",0,1,NA,0.023411371,1,"men"
"Tybolt Lannister","Ser",1,"Lannister",1,1,NA,0.076923077,0,"men"
"Tytos Brax","Ser",1,"Brax",0,1,NA,0.043478261,1,"men"
"Tytos Frey","Ser",1,"Frey",1,1,38,0.063545151,0,"men"
"Tywin Frey","Ser",1,"Frey",0,1,18,0.080267559,1,"men"
"Ulrick Dayne","Ser",1,"Dayne",0,1,NA,0.006688963,1,"men"
"Ulwyck Uller","Ser",1,"Uller",0,1,NA,0.02006689,1,"men"
"Unella","Septa",0,"Faith of the Seven",0,0,NA,0.02006689,1,"women"
"Utherydes Wayn","Steward",0,"Wayn",0,1,68,0.033444816,1,"women"
"Uthor Tollett","Grey Glen",0,"Tollett",0,1,NA,0.010033445,1,"women"
"Vaemond Velaryon","Ser",1,"Velaryon",0,1,NA,0.030100334,0,"men"
"Valaena Velaryon","Dragonstone",0,"Velaryon",1,1,NA,0.080267559,1,"women"
"Vayon Poole","Winterfell",1,"Poole",0,1,NA,0.053511706,0,"men"
"Vickon Greyjoy","Lord Reaper of Pyke",0,"Greyjoy",0,1,NA,0.036789298,0,"women"
"Viserys Plumm","Lord",0,"Plumm",0,1,100,0.093645485,0,"women"
"Vylarr","Captain of the guard",1,"Lannister",0,1,NA,0.040133779,1,"men"
"Vortimer Crane","Ser",0,"Crane",0,1,NA,0.026755853,1,"women"
"Waldon Wynch","Lord of Iron Holt",1,"Wynch",0,1,NA,0.023411371,1,"men"
"Wallace Waynwood","Ser",1,"Waynwood",0,1,NA,0.026755853,1,"men"
"Walgrave","Archmaester",1,"Maesters",0,1,NA,0.043478261,1,"men"
"Walton Stark","King in the North",1,"Stark",0,1,NA,0.010033445,1,"men"
"Warryn Beesbury","Lord of Honeyholt",0,"Beesbury",0,1,NA,0.006688963,1,"women"
"Whalen Frey","Ser",1,"Frey",1,1,38,0.100334448,1,"men"
"Willam Wells","Ser",1,"Wells",0,1,NA,0.040133779,0,"men"
"Willem Darry","Ser",1,"Darry",0,1,NA,0.120401338,0,"men"
"Willam Wythers","Ser",1,"Wythers",0,1,NA,0.010033445,1,"men"
"Willam Stark","Winterfell",1,"Stark",1,1,NA,0.117056856,0,"men"
"William Mooton","Maidenpool",1,"Mooton",0,1,NA,0.043478261,1,"men"
"Wynton Stout","Ser",1,"Stout",0,1,86,0.033444816,1,"men"
"Addam Marbrand","Ser",1,"Marbrand",0,1,NA,0.130434783,1,"men"
"Aegor Rivers","Ser",1,"Bracken",1,1,69,0.210702341,0,"men"
"Aenys Frey","Ser",1,"Frey",1,1,60,0.147157191,0,"men"
"Aerion Targaryen","Prince",1,"Targaryen",1,1,41,0.20735786,0,"men"
"Aemond Targaryen","Protector of the Realm",1,"Targaryen",0,1,20,0.311036789,0,"men"
"Amerei Frey","Lady of Darry",0,"Frey",1,1,23,0.237458194,1,"women"
"Androw Ashford","Ser",1,"Ashford",0,1,NA,0.016722408,1,"men"
"Anders Yronwood","Yronwood",1,"Yronwood",0,1,NA,0.060200669,1,"men"
"Arnolf Karstark","Karhold",1,"Karstark",0,1,NA,0.137123746,1,"men"
"Arya Stark","Princess",0,"Stark",0,1,16,1,1,"women"
"Axell Florent","Ser",1,"Florent",0,1,NA,0.307692308,1,"men"
"Aurane Waters","master of ships",1,"Velaryon",0,1,28,0.377926421,1,"men"
"Ben Plumm","Commander of the Second Sons",1,"Second Sons",0,1,NA,0.140468227,1,"men"
"Boros Blount","Ser",1,"Blount",0,1,NA,0.217391304,1,"men"
"Bran Stark","Prince of Winterfell",1,"Stark",0,1,15,1,1,"men"
"Bronn","Ser",1,"Stokeworth",1,1,41,0.471571906,1,"men"
"Bryce Caron","Nightsong",1,"Caron",0,1,NA,0.066889632,0,"men"
"Clayton Suggs","Ser",1,"Suggs",0,1,NA,0.043478261,1,"men"
"Cersei Lannister","Light of the West",0,"Lannister",1,1,39,1,1,"women"
"Cohollo","Bloodrider",1,"Khal",0,0,NA,0.033444816,0,"men"
"Cortnay Penrose","Ser",1,"Penrose",0,1,NA,0.160535117,0,"men"
"Cotter Pyke","Eastwatch-by-the-Sea",1,"Night's Watch",0,1,NA,0.150501672,1,"men"
"Dagmer","Foamdrinker",1,"Greyjoy",0,1,NA,0.120401338,1,"men"
"Dagos Manwoody","Lord of Kingsgrave",1,"Manwoody",0,1,NA,0.033444816,1,"men"
"Danelle Lothston","Harrenhal",0,"Lothston",0,1,NA,0.016722408,1,"women"
"Doran Martell","Prince of Dorne",1,"Nymeros Martell",1,1,58,0.498327759,1,"men"
"Edric Dayne","Lord of Starfall",1,"Dayne",0,1,18,0.08361204,1,"men"
"Eldon Estermont","Ser",1,"Estermont",1,1,77,0.060200669,1,"men"
"Emmon Frey","Riverrun",1,"Frey of Riverrun",1,1,68,0.230769231,1,"men"
"Galbart Glover","Master of Deepwood Motte",1,"Glover",0,1,NA,0.120401338,1,"men"
"Gerold Hightower","Ser",1,"Hightower",0,1,NA,0.414715719,0,"men"
"Gerris Drinkwater","Ser",1,"Drinkwater",0,1,30,0.157190635,1,"men"
"Harmen Uller","Lord of Hellholt",1,"Uller",0,1,NA,0.043478261,1,"men"
"Gyles Rosby","Master of Coin",1,"Rosby",0,1,NA,0.364548495,0,"men"
"Harras Harlaw","Ser",1,"Harlaw of Grey Garden",0,1,NA,0.107023411,1,"men"
"Harrold Hardyng","Ser",1,"Hardyng",0,1,24,0.120401338,1,"men"
"Helaena Targaryen","Queen",0,"Targaryen",1,1,21,0.27090301,0,"women"
"Harrion Karstark","Karhold",1,"Karstark",0,1,NA,0.096989967,1,"men"
"Hother Umber","Castellan",1,"Umber",0,1,64,0.143812709,1,"men"
"Jalabhar Xho","Red Flower Vale",1,"Summer Islands",0,1,NA,0.073578595,1,"men"
"Janos Slynt","Lord of Harrenhal",1,"Night's Watch",0,1,22,0.56187291,0,"men"
"Jared Frey","Ser",1,"Frey",1,1,52,0.147157191,0,"men"
"Jasper Wylde","Rain House",1,"Wylde",0,1,NA,0.25083612,0,"men"
"Jon Bulwer","Blackcrown",1,"Bulwer",1,1,NA,0.137123746,1,"men"
"Jory Cassel","Captain of the guard",1,"Cassel",0,1,NA,0.170568562,0,"men"
"Jorah Mormont","Ser",1,"Mormont",1,1,51,0.722408027,1,"men"
"Karyl Vance","Ser",1,"Vance of Wayfarer's Rest",0,1,NA,0.117056856,1,"men"
"Kyle Condon","Ser",1,"Condon",0,1,NA,0.040133779,1,"men"
"Lancel Lannister","Ser",1,"Lannister of Casterly Rock",1,1,23,0.47826087,1,"men"
"Lucas Inchfield","Ser",1,"Inchfield",0,1,NA,0.053511706,0,"men"
"Lollys Stokeworth","Stokeworth",0,"Stokeworth",1,1,40,0.127090301,1,"women"
"Lyle Crakehall","Ser",1,"Crakehall",0,1,NA,0.107023411,1,"men"
"Lyn Corbray","Ser",1,"Corbray",0,1,NA,0.090301003,1,"men"
"Mace Tyrell","Highgarden",1,"Tyrell",1,1,49,0.856187291,1,"men"
"Mandon Moore","Ser",1,"Moore",0,1,NA,0.120401338,0,"men"
"Marya Seaworth","Lady",0,"Seaworth",1,1,NA,0.063545151,1,"women"
"Meryn Trant","Ser",1,"Trant",0,1,NA,0.220735786,1,"men"
"Minisa Whent","Riverrun",0,"Whent",1,1,NA,0.043478261,1,"women"
"Mordane","Septa",0,"Stark",0,0,NA,0.10367893,0,"women"
"Myles","Maester",1,"Martell",0,1,NA,0.023411371,1,"men"
"Mors Martell","Sandship",0,"Martell",1,1,NA,0.053511706,1,"women"
"Myrcella Baratheon","Princess",0,"Baratheon of King's Landing",0,1,15,0.56187291,1,"women"
"Nestor Royce","Keeper of the Gates of the Moon",1,"Royce of the Gates of the Moon",0,1,NA,0.086956522,1,"men"
"Nute","Lord of Oakenshield",1,"Greyjoy",0,1,NA,0.050167224,1,"men"
"Nymeria","PrincessQueen",0,"Martell",1,1,NA,0.197324415,1,"women"
"Oberyn Martell","Ser",1,"Martell",0,1,43,0.772575251,0,"men"
"Olenna Redwyne","Highgarden",0,"Redwyne",1,1,77,0.287625418,1,"women"
"Mychel Redfort","Ser",1,"Redfort",1,1,NA,0.070234114,1,"men"
"Osfryd Kettleblack","Ser",1,"Kettleblack",0,1,NA,0.086956522,1,"men"
"Osney Kettleblack","Ser",1,"Kettleblack",0,1,NA,0.123745819,1,"men"
"Orys Baratheon","Storm's End",1,"Baratheon",1,1,NA,0.488294314,0,"men"
"Osmund Kettleblack","Ser",1,"Kettleblack",0,1,NA,0.170568562,1,"men"
"Othell Yarwyck","First Builder",1,"Yarwyck",0,1,NA,0.063545151,1,"men"
"Oswell Whent","Ser",1,"Whent",0,1,NA,0.080267559,0,"men"
"Otto Hightower","Ser",1,"Hightower",0,1,NA,0.371237458,0,"men"
"Paxter Redwyne","Arbor",1,"Redwyne",1,1,NA,0.511705686,1,"men"
"Pearse Caron","Nightsong",1,"Caron",0,1,NA,0.013377926,1,"men"
"Preston Greenfield","Ser",1,"Greenfield",0,1,NA,0.093645485,0,"men"
"Polliver","Castellan of Harrenhal",1,"Clegane",0,1,NA,0.076923077,0,"men"
"Pyat Pree","Warlock",0,"Undying Ones",0,1,NA,0.096989967,1,"women"
"Pycelle","Grand Maester",1,"Lannister",0,1,84,0.638795987,0,"men"
"Quentyn Martell","Ser",1,"Martell",0,1,19,0.551839465,0,"men"
"Ralf Stonehouse","Red Jester",1,"Stonehouse",0,1,NA,0.033444816,1,"men"
"Ramsay Snow","Lord of the Hornwood",1,"Bolton of the Dreadfort",1,1,23,0.461538462,1,"men"
"Randyll Tarly","Horn Hill",1,"Tarly",1,1,NA,0.618729097,1,"men"
"Raymun Fossoway","Ser",1,"Fossoway of New Barrel",0,1,NA,0.040133779,1,"men"
"Raymun Darry","Darry",1,"Darry",0,1,NA,0.076923077,0,"men"
"Ravella Swann","Acorn Hall",0,"Swann",1,1,NA,0.060200669,1,"women"
"Tristifer Botley","Lordsport",1,"Botley",0,1,NA,0.120401338,1,"men"
"Styr","Magnar of Thenn",1,"Thenn",0,1,NA,0.140468227,0,"men"
"Addam Velaryon","Ser",1,"Velaryon",0,1,16,0.107023411,0,"men"
"Aeron Greyjoy","Golden Storm",1,"Greyjoy",0,1,36,0.45819398,1,"men"
"Alannys Harlaw","Iron Islands",0,"Greyjoy",1,1,NA,0.237458194,1,"women"
"Alliser Thorne","Ser",1,"Thorne",0,1,NA,0.230769231,1,"men"
"Alester Florent","Brightwater",1,"Florent",1,1,NA,0.327759197,0,"men"
"Alerie Hightower","Highgarden",0,"Hightower",1,1,48,0.227424749,1,"women"
"Andrik","Lord of Southshield",1,"Drumm",0,1,NA,0.043478261,1,"men"
"Amory Lorch","Ser",1,"Lorch",0,1,NA,0.277591973,0,"men"
"Archibald Yronwood","Ser",1,"Yronwood",0,1,NA,0.140468227,1,"men"
"Areo Hotah","Sunspear",1,"Martell",0,1,48,0.257525084,1,"men"
"Arwyn Oakheart","Old Oak",1,"Oakheart",0,1,NA,0.036789298,1,"men"
"Arthur Dayne","Ser",1,"Dayne",0,1,NA,0.153846154,0,"men"
"Arys Oakheart","Ser",1,"Oakheart",0,1,NA,0.344481605,0,"men"
"Aron Santagar","Ser",1,"Santagar",0,1,NA,0.066889632,0,"men"
"Asha Greyjoy","Black Wind",0,"Greyjoy",1,1,30,0.7090301,1,"women"
"Baelor Blacktyde","Blacktyde",1,"Blacktyde",0,1,NA,0.060200669,0,"men"
"Ballabar","Maester",1,"Redwyne",0,1,NA,0.030100334,1,"men"
